  -3.0  0.6246  0.2676
  -2.0  0.7164  0.2855
  -1.0  0.7730  0.3228
   0.0  0.7407  0.3389
   1.0  0.6028  0.3061
   2.0  0.3935  0.2352
   3.0  0.2417  0.1494
   4.0  0.1541  0.0917
