   0.1  0.0478  0.0153
   0.2  0.0571  0.0264
   0.3  0.0831  0.0381
   0.5  0.1073  0.0636
   0.8  0.1605  0.0889
   1.0  0.1617  0.0953
   2.0  0.2630  0.1195
   3.0  0.3144  0.1355
   4.0  0.3499  0.1485
   5.0  0.3740  0.1568
   6.0  0.4190  0.1630
  10.0  0.4867  0.1759
  14.0  0.5520  0.1957
  18.0  0.5576  0.1914
  24.0  0.5922  0.1957
  32.0  0.6304  0.1904
