   0.5  0.0636  0.0379
   2.0  0.1805  0.1155
   4.0  0.2645  0.1411
   6.0  0.3536  0.1739
  10.0  0.4001  0.1770
  14.0  0.4178  0.1835
  18.0  0.4881  0.2027
  24.0  0.5048  0.2103
  32.0  0.5128  0.2083                                                   
