   0.5  0.0958  0.0467
   2.0  0.2659  0.1666
   4.0  0.4659  0.2477
   6.0  0.4769  0.2490
  10.0  0.5993  0.2838
  14.0  0.6263  0.2882
  18.0  0.6160  0.2919
  24.0  0.6370  0.3010
  32.0  0.6136  0.2979
