   0.1  0.0625  0.0255
   0.2  0.0825  0.0471
   0.3  0.1092  0.0602
   0.5  0.1570  0.0934
   0.8  0.1905  0.1105
   1.0  0.2223  0.1275
   2.0  0.3264  0.1719
   3.0  0.3984  0.1852
   4.0  0.4487  0.1972
   5.0  0.4991  0.2202
   6.0  0.5377  0.2255
  10.0  0.6330  0.2390
  14.0  0.7340  0.2638
  18.0  0.7381  0.2524
  24.0  0.8411  0.2707
  32.0  0.8392  0.2582
