   0.1  0.0263  0.0092
   0.5  0.0669  0.0385
   2.0  0.2322  0.1381
   4.0  0.3563  0.2044
   6.0  0.4466  0.2484
  10.0  0.5704  0.2832
  14.0  0.5403  0.2811
  18.0  0.6227  0.2977
  24.0  0.6572  0.3089
  32.0  0.6563  0.3134
