   0.5  0.0783  0.0477
   2.0  0.1640  0.1171
   4.0  0.2360  0.1593
   6.0  0.3332  0.2041
  10.0  0.3646  0.2120
  14.0  0.3847  0.2205
  18.0  0.4404  0.2487
  24.0  0.4487  0.2534
  32.0  0.4487  0.2724 #####!!!!!
