   0.1  0.0539  0.0261
   0.5  0.1483  0.0885
   2.0  0.4052  0.2267
   4.0  0.5951  0.2990
   6.0  0.7119  0.3347
  10.0  0.8700  0.3707
  14.0  0.9470  0.3802
  18.0  0.9951  0.3870
  24.0  1.1068  0.4112
  32.0  1.1089  0.4052
