   0.1  0.0359  0.0111
   0.5  0.1102  0.0626
   2.0  0.2755  0.1638
   4.0  0.4086  0.2289
   6.0  0.5471  0.2584
  10.0  0.6356  0.2846
  14.0  0.6899  0.3031
  18.0  0.7522  0.3122
  24.0  0.7917  0.3264
  32.0  0.7697  0.3382
