   4.724   0.1  0.0321  0.0092
  23.622   0.5  0.0645  0.0310
  94.488   2.0  0.2169  0.1083
 188.976   4.0  0.3340  0.1510
 283.465   6.0  0.4225  0.1687
 472.441  10.0  0.5284  0.1877
 661.417  14.0  0.5473  0.1871
 850.394  18.0  0.6035  0.2001
1133.858  24.0  0.6417  0.2013
1511.811  32.0  0.6518  0.2050
