   0.730  -3.0  0.3291  0.1267
   0.540  -2.0  0.3597  0.1460
   0.310  -1.0  0.4331  0.1654
   0.150   0.0  0.4988  0.1949
   0.050   1.0  0.5568  0.2253
   0.020   2.0  0.5716  0.2512
   0.007   3.0  0.5401  0.2572
   0.003   4.0  0.4282  0.2341
