   4.724   0.1     nan  0.0089
  23.622   0.5  0.0378  0.0108
  94.488   2.0  0.1541  0.0841
 188.976   4.0  0.3041  0.1668
 283.465   6.0  0.4133  0.2257
 472.441  10.0  0.5749  0.2945
 661.417  14.0  0.6801  0.3348
 850.394  18.0  0.6850  0.3381
1133.858  24.0  0.8060  0.3688
1511.811  32.0  0.8176  0.3700
