   4.724   0.1  0.0198  0.0089
  23.622   0.5  0.0822  0.0373
  94.488   2.0  0.3502  0.1901
 188.976   4.0  0.5800  0.2742
 283.465   6.0  0.7315  0.3042
 472.441  10.0  0.9185  0.3592
 661.417  14.0  1.0190  0.3685
 850.394  18.0  1.1648  0.3886
1133.858  24.0  1.1919  0.3915
1511.811  32.0  1.2983  0.4020
