   4.724   0.1     nan  0.0089
  23.622   0.5  1.2996  0.0089
  94.488   2.0  0.0476  0.0135
 188.976   4.0  0.1038  0.0447
 283.465   6.0  0.1384  0.0809
 472.441  10.0  0.2097  0.1213
 661.417  14.0  0.2772  0.1852
 850.394  18.0  0.2838  0.1790
1133.858  24.0  0.3554  0.2344
1511.811  32.0  0.3896  0.2395
