   0.5  0.1094  0.0639
   2.0  0.2014  0.1076
   4.0  0.3191  0.1432
   6.0  0.3593  0.1719
  10.0  0.4620  0.1980
  14.0  0.4989  0.2024
  18.0  0.5349  0.2174
  24.0  0.5638  0.2037
  32.0  0.5876  0.2180
